document path,document ID,activity,app name,id,interaction active notifications,interaction time,location,notification content,notification title,posted active notifications,posted time,reason number,created time,updated time
projects/activitycollector/databases/(default)/documents/notifications/2Z1N1IEGsDT76EypUeh5,2Z1N1IEGsDT76EypUeh5,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733021874061",20,"{""normalized"":0.9298611111111111,""epoch_time"":1733023140840,""day"":6}","{""readable"":""HOME"",""long"":-73.1101532,""lat"":40.9065868}",Ok ok,Karan Sbu,22,"{""normalized"":0.9152083333333333,""epoch_time"":1733021874061,""day"":6}",12,11/30/2024 21:57,11/30/2024 22:19
projects/activitycollector/databases/(default)/documents/notifications/2eQbUDOix2liib8bpI9b,2eQbUDOix2liib8bpI9b,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733067616715",30,"{""normalized"":0.5442361111111111,""epoch_time"":1733076222706,""day"":7}","{""readable"":""HOME"",""long"":-73.110456,""lat"":40.906428}",like really good hahaha,Lavanya,34,"{""normalized"":0.44462962962962965,""epoch_time"":1733067616715,""day"":7}",12,12/01/2024 10:40,12/01/2024 13:03
projects/activitycollector/databases/(default)/documents/notifications/2eucxvSg4TBkcI7pU10v,2eucxvSg4TBkcI7pU10v,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732841364284",18,"{""normalized"":0.8269444444444445,""epoch_time"":1732841448056,""day"":4}","{""readable"":""HOME"",""long"":-73.1101203,""lat"":40.9065621}",I’ll make some and get ?,Karan Sbu,23,"{""normalized"":0.8259722222222222,""epoch_time"":1732841364284,""day"":4}",12,11/28/2024 19:49,11/28/2024 19:50
projects/activitycollector/databases/(default)/documents/notifications/2f7v1GINhhyyQKCf0sjK,2f7v1GINhhyyQKCf0sjK,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732977575119",16,"{""normalized"":0.5193981481481481,""epoch_time"":1732987676072,""day"":6}","{""readable"":""HOME"",""long"":-73.110199,""lat"":40.906551}","Ordering from Aldi, DM me if you need anything!",Chapin Bazaar 2 (4 messages): ~ ThillaiC,27,"{""normalized"":0.40248842592592593,""epoch_time"":1732977575119,""day"":6}",12,11/30/2024 09:39,11/30/2024 12:27
projects/activitycollector/databases/(default)/documents/notifications/2k00MWECNplkNM8jyxUs,2k00MWECNplkNM8jyxUs,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761733029885299,27,"{""normalized"":0.024965277777777777,""epoch_time"":1733031357062,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}",,2 new messages,27,"{""normalized"":0.007928240740740741,""epoch_time"":1733029885299,""day"":7}",8,12/01/2024 00:11,12/01/2024 00:35
projects/activitycollector/databases/(default)/documents/notifications/2orlCrcoU02Kz7SxoYh4,2orlCrcoU02Kz7SxoYh4,,com.google.android.gm,0|com.google.android.gm|2124834288|gig:743423040:^sq_ig_i_personal|102761733050368301,,,,,Transaction.Monitoring,22,"{""normalized"":0.245,""epoch_time"":1733050368301,""day"":7}",,12/01/2024 05:52,12/01/2024 05:52
projects/activitycollector/databases/(default)/documents/notifications/2seznXjcqBWUw9R3wmUk,2seznXjcqBWUw9R3wmUk,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732994951173",15,"{""normalized"":0.6086805555555556,""epoch_time"":1732995390766,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}",like really good hahaha,Lavanya,22,"{""normalized"":0.6035995370370371,""epoch_time"":1732994951173,""day"":6}",12,11/30/2024 14:29,11/30/2024 14:36
projects/activitycollector/databases/(default)/documents/notifications/2yqLEuxnDO94LFhG82eN,2yqLEuxnDO94LFhG82eN,"{""activity"":""NOT_DETECTED""}",com.instagram.android,0|com.instagram.android|64278|direct|2020087664;thread_id:340282366841710301244258611934361459538|103121732996037747,22,"{""normalized"":0.6162268518518519,""epoch_time"":1732996042860,""day"":6}","{""readable"":""HOME"",""long"":-73.1100524,""lat"":40.9066293}",Sent a reel by annaantonje,Kaksha,23,"{""normalized"":0.6161689814814815,""epoch_time"":1732996037747,""day"":6}",1,11/30/2024 14:47,11/30/2024 14:47
projects/activitycollector/databases/(default)/documents/notifications/30hq1I7ltruP0V2JmJnE,30hq1I7ltruP0V2JmJnE,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|/l0Zcoxb+fT/gIH++mrC9ZZlLhZEmRctie8hkCMYqSE=
|103301732997764505",16,"{""normalized"":0.6397106481481482,""epoch_time"":1732998071085,""day"":6}","{""readable"":""HOME"",""long"":-73.1101471,""lat"":40.9065753}",Manna,Mamma,23,"{""normalized"":0.6361574074074074,""epoch_time"":1732997764505,""day"":6}",12,11/30/2024 15:16,11/30/2024 15:21
projects/activitycollector/databases/(default)/documents/notifications/32BzqdcyU58a456Wiy7X,32BzqdcyU58a456Wiy7X,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733018884903",18,"{""normalized"":0.9011805555555555,""epoch_time"":1733020662904,""day"":6}","{""readable"":""HOME"",""long"":-73.1101428,""lat"":40.9065973}",,Stony Brook SUNY: ~ NA,22,"{""normalized"":0.8806018518518518,""epoch_time"":1733018884903,""day"":6}",12,11/30/2024 21:08,11/30/2024 21:37
projects/activitycollector/databases/(default)/documents/notifications/32ScxPpxfgCVkVooHtyo,32ScxPpxfgCVkVooHtyo,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301733096511339",,,,Nothing,Kaksha,38,"{""normalized"":0.7790625,""epoch_time"":1733096511339,""day"":7}",,12/01/2024 18:41,12/01/2024 18:41
projects/activitycollector/databases/(default)/documents/notifications/382dLxO0mtOPtoXAhTrc,382dLxO0mtOPtoXAhTrc,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732903136346",11,"{""normalized"":0.5410416666666666,""epoch_time"":1732903146330,""day"":5}","{""readable"":""HOME"",""long"":-73.1100722,""lat"":40.906665}",Anyone has honey?,Chapin Bazaar 2 (4 messages): Abhishek SBU,15,"{""normalized"":0.5409259259259259,""epoch_time"":1732903136346,""day"":5}",12,11/29/2024 12:58,11/29/2024 12:59
projects/activitycollector/databases/(default)/documents/notifications/39ERUBMGLrDCr9zsnNWe,39ERUBMGLrDCr9zsnNWe,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|0|gig:1371406741:CLASSIC_INBOX_ALL_MAIL|102761732899917072,9,"{""normalized"":0.5660185185185185,""epoch_time"":1732905304516,""day"":5}","{""readable"":""HOME"",""long"":-73.1100213,""lat"":40.9066482}",,Arie Kaufman,13,"{""normalized"":0.5036689814814815,""epoch_time"":1732899917072,""day"":5}",8,11/29/2024 12:05,11/29/2024 13:35
projects/activitycollector/databases/(default)/documents/notifications/3Bo1vtQb87s5BfC4XiRI,3Bo1vtQb87s5BfC4XiRI,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732901106439",,,,Baby,Kaksha,15,"{""normalized"":0.5174305555555555,""epoch_time"":1732901106439,""day"":5}",,11/29/2024 12:25,11/29/2024 12:25
projects/activitycollector/databases/(default)/documents/notifications/3D4ZkuJ9JxON5RkUDpuX,3D4ZkuJ9JxON5RkUDpuX,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732850837733",27,"{""normalized"":0.938587962962963,""epoch_time"":1732851094150,""day"":4}","{""readable"":""HOME"",""long"":-73.1101029,""lat"":40.9066258}",📷 Selling a 20in x 20in box fan for $20. Works like new. Dm if interested. Price negotiable,Chapin Bazaar 2 (2 messages): ~ Rajath,33,"{""normalized"":0.9356134259259259,""epoch_time"":1732850837733,""day"":4}",12,11/28/2024 22:27,11/28/2024 22:31
projects/activitycollector/databases/(default)/documents/notifications/3DuCz5UXAkJsiaJNcmgF,3DuCz5UXAkJsiaJNcmgF,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732992572879",18,"{""normalized"":0.5765740740740741,""epoch_time"":1732992616131,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1037946,""lat"":40.9118678}",like really good hahaha,Lavanya,23,"{""normalized"":0.5760648148148149,""epoch_time"":1732992572879,""day"":6}",12,11/30/2024 13:49,11/30/2024 13:50
projects/activitycollector/databases/(default)/documents/notifications/3IASIgXgpxR4obIz0DbS,3IASIgXgpxR4obIz0DbS,,com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761732805971304,,,,,Meta Horizon,17,"{""normalized"":0.4163310185185185,""epoch_time"":1732805971304,""day"":4}",,11/28/2024 09:59,11/28/2024 09:59
projects/activitycollector/databases/(default)/documents/notifications/3LjRPxspvLYJ83ZaYDJ4,3LjRPxspvLYJ83ZaYDJ4,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301732848023637",18,"{""normalized"":0.9057060185185185,""epoch_time"":1732848253746,""day"":4}","{""readable"":""HOME"",""long"":-73.1100817,""lat"":40.9065968}","📷 Found this Umbrella in Chapin Bus stop 2 days back

Dm if it is yours",General Chat Group: ~ Dot com,23,"{""normalized"":0.9030439814814815,""epoch_time"":1732848023637,""day"":4}",12,11/28/2024 21:40,11/28/2024 21:44
projects/activitycollector/databases/(default)/documents/notifications/3QKxWlSHuGmFB4HzS34Q,3QKxWlSHuGmFB4HzS34Q,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732993235021",,,,📷 Photo,Chapin Bazaar 2 (9 messages): ~ Sanjay,21,"{""normalized"":0.583738425925926,""epoch_time"":1732993235021,""day"":6}",,11/30/2024 14:00,11/30/2024 14:00
projects/activitycollector/databases/(default)/documents/notifications/3ThDznZd1Z9CH8DFqB2F,3ThDznZd1Z9CH8DFqB2F,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733092253712",30,"{""normalized"":0.7396296296296296,""epoch_time"":1733093104895,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.110065,""lat"":40.9072835}","Hello everyone,

Your voice matters! 🗣️

Please take a moment to fill out the GSO Member Feedback and Participation Survey: https://forms.gle/cfWgxAFNN1KLNZJL7.

This is your opportunity to share your thoughts, experiences, and suggestions. Your feedback is the only way for us to truly understand your concerns, represent them effectively, and prioritize the changes that matter most to you.

The insights you provide will help us enhance our events, services, and overall support for the graduate community at SBU. Together, we can make a difference!

Thank you in advance for your valuable input. 🙌

Survey Link: https://forms.gle/cfWgxAFNN1KLNZJL7

Best regards,
GSO",Stony Brook SUNY (2 messages): ~ NA,37,"{""normalized"":0.7297800925925926,""epoch_time"":1733092253712,""day"":7}",12,12/01/2024 17:30,12/01/2024 17:45
projects/activitycollector/databases/(default)/documents/notifications/3U8oVG31FNSfr3P4N9Bb,3U8oVG31FNSfr3P4N9Bb,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732993220019",15,"{""normalized"":0.583599537037037,""epoch_time"":1732993223201,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1115403,""lat"":40.8887716}",📷 To add to this,Advait,21,"{""normalized"":0.5835648148148148,""epoch_time"":1732993220019,""day"":6}",12,11/30/2024 14:00,11/30/2024 14:00
projects/activitycollector/databases/(default)/documents/notifications/3YWETPJZQUplhpSR6DqR,3YWETPJZQUplhpSR6DqR,,com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733023223184",,,,Ok ok,Karan Sbu,22,"{""normalized"":0.9308217592592593,""epoch_time"":1733023223184,""day"":6}",,11/30/2024 22:20,11/30/2024 22:20
projects/activitycollector/databases/(default)/documents/notifications/3bqISqusQhfRAt4CqtCh,3bqISqusQhfRAt4CqtCh,,com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732838744074",,,,I’ll come,Karan Sbu,20,"{""normalized"":0.7956481481481481,""epoch_time"":1732838744074,""day"":4}",,11/28/2024 19:05,11/28/2024 19:05
projects/activitycollector/databases/(default)/documents/notifications/3j1P9SOygIz6QF99nw1w,3j1P9SOygIz6QF99nw1w,,com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732838740295",,,,They’re all the trend now,Advait,20,"{""normalized"":0.7956018518518518,""epoch_time"":1732838740295,""day"":4}",,11/28/2024 19:05,11/28/2024 19:05
projects/activitycollector/databases/(default)/documents/notifications/3mSnpdFkhCPO1dq3mpmZ,3mSnpdFkhCPO1dq3mpmZ,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733032098587",20,"{""normalized"":0.033715277777777775,""epoch_time"":1733032113668,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}",,Stony Brook SUNY: ~ NA,26,"{""normalized"":0.033541666666666664,""epoch_time"":1733032098587,""day"":7}",12,12/01/2024 00:48,12/01/2024 00:48
projects/activitycollector/databases/(default)/documents/notifications/3nGJUfwuw1UHnS3ilHfd,3nGJUfwuw1UHnS3ilHfd,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301732897544406",7,"{""normalized"":0.47739583333333335,""epoch_time"":1732897647739,""day"":5}","{""readable"":""HOME"",""long"":-73.1102607,""lat"":40.9065908}","Strands #271
“Give me a break”
🔵🔵🟡🔵
🔵🔵🔵🔵",SBU Summer: Gaurav SBU,10,"{""normalized"":0.4762037037037037,""epoch_time"":1732897544406,""day"":5}",12,11/29/2024 11:25,11/29/2024 11:27
projects/activitycollector/databases/(default)/documents/notifications/3nj78C4izg8sY0xjeEX8,3nj78C4izg8sY0xjeEX8,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733067616702",35,"{""normalized"":0.48344907407407406,""epoch_time"":1733070970252,""day"":7}","{""readable"":""HOME"",""long"":-73.110456,""lat"":40.906428}",Ok ok,Karan Sbu,33,"{""normalized"":0.44462962962962965,""epoch_time"":1733067616702,""day"":7}",8,12/01/2024 10:40,12/01/2024 11:36
projects/activitycollector/databases/(default)/documents/notifications/3qSyGENdeKhK2Y5I4bGz,3qSyGENdeKhK2Y5I4bGz,,com.instagram.android,0|com.instagram.android|64278|direct|2020087664;thread_id:340282366841710301281159893032643246023|103121732901079568,,,,But we'll probably meet in person by next wed,Useless Fucks on the gram: Joshua Noronha,14,"{""normalized"":0.5171180555555556,""epoch_time"":1732901079568,""day"":5}",,11/29/2024 12:24,11/29/2024 12:24
projects/activitycollector/databases/(default)/documents/notifications/3upoCFv2IUUGdd1hldo1,3upoCFv2IUUGdd1hldo1,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732902800560",11,"{""normalized"":0.5377199074074074,""epoch_time"":1732902859135,""day"":5}","{""readable"":""HOME"",""long"":-73.1100722,""lat"":40.906665}",You both are coming. After 25,Kaksha,16,"{""normalized"":0.5370370370370371,""epoch_time"":1732902800560,""day"":5}",12,11/29/2024 12:53,11/29/2024 12:54
projects/activitycollector/databases/(default)/documents/notifications/3vdbALDAlg0YCNlyITzu,3vdbALDAlg0YCNlyITzu,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732903143744",11,"{""normalized"":0.5410416666666666,""epoch_time"":1732903146322,""day"":5}","{""readable"":""HOME"",""long"":-73.1100722,""lat"":40.906665}",And if we get 2 day pass,Kaksha,16,"{""normalized"":0.5410069444444444,""epoch_time"":1732903143744,""day"":5}",12,11/29/2024 12:59,11/29/2024 12:59
projects/activitycollector/databases/(default)/documents/notifications/41wJZzxQHkfPcLkYtbQp,41wJZzxQHkfPcLkYtbQp,,com.whatsapp,"0|com.whatsapp|1|nAgz+XLkZmNANxc9V8WNjF84orP2GkwDC2XaxH9koF0=
|103301732878130133",,,,Left the ice cream at your house😅,Sethu SBU,11,"{""normalized"":0.2515046296296296,""epoch_time"":1732878130133,""day"":5}",,11/29/2024 06:02,11/29/2024 06:02
projects/activitycollector/databases/(default)/documents/notifications/44bXgsXydKoaTtEpZ8rd,44bXgsXydKoaTtEpZ8rd,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|KGdHQNgfIZil8OrU9uDZWqaDPWJA/JuHxNdzcj/Bb44=
|103301732850152804",27,"{""normalized"":0.938587962962963,""epoch_time"":1732851094133,""day"":4}","{""readable"":""HOME"",""long"":-73.1101029,""lat"":40.9066258}",Thank you dear😘,Kaksha Mom,25,"{""normalized"":0.9276851851851852,""epoch_time"":1732850152804,""day"":4}",12,11/28/2024 22:15,11/28/2024 22:31
projects/activitycollector/databases/(default)/documents/notifications/45azoh6X1rhLF97qiIn6,45azoh6X1rhLF97qiIn6,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301733083029423",31,"{""normalized"":0.6239236111111112,""epoch_time"":1733083107781,""day"":7}","{""readable"":""HOME"",""long"":-73.1101242,""lat"":40.9066341}","Wordle 1,261 3/6

⬛⬛🟨⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",SBU Summer (2 messages): ~ Ananya,35,"{""normalized"":0.6230208333333334,""epoch_time"":1733083029423,""day"":7}",12,12/01/2024 14:57,12/01/2024 14:58
projects/activitycollector/databases/(default)/documents/notifications/4D33JuiGry0piyZTaDY8,4D33JuiGry0piyZTaDY8,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733034876619",20,"{""normalized"":0.11380787037037036,""epoch_time"":1733039033731,""day"":7}","{""readable"":""HOME"",""long"":-73.1101655,""lat"":40.906564}",Ok ok,Karan Sbu,26,"{""normalized"":0.06569444444444444,""epoch_time"":1733034876619,""day"":7}",12,12/01/2024 01:34,12/01/2024 02:43
projects/activitycollector/databases/(default)/documents/notifications/4KF95DYUFjIRPUr77qkW,4KF95DYUFjIRPUr77qkW,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|GDNQpQ2u3iG55l6rqnmmHikR8wNoW/wdkT9L6RLTUdA=
|103301732853465823",30,"{""normalized"":0.9690162037037037,""epoch_time"":1732853723625,""day"":4}","{""readable"":""HOME"",""long"":-73.1100981,""lat"":40.9065935}",📷 Check this,Baba,29,"{""normalized"":0.9660300925925925,""epoch_time"":1732853465823,""day"":4}",8,11/28/2024 23:11,11/28/2024 23:15
projects/activitycollector/databases/(default)/documents/notifications/4NxZ9HIuW3kd0aw2md6d,4NxZ9HIuW3kd0aw2md6d,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301732993226227",15,"{""normalized"":0.6031018518518518,""epoch_time"":1732994908892,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}","Selling this brand new (UNUSED), New Balance shoe for $45. Size: US 12 [Reason for selling: Oversized for me]",Chapin Bazaar (9 messages): ~ Sanjay,21,"{""normalized"":0.5836342592592593,""epoch_time"":1732993226227,""day"":6}",12,11/30/2024 14:00,11/30/2024 14:28
projects/activitycollector/databases/(default)/documents/notifications/4PpjHxrlZhXrv6CZ3u1H,4PpjHxrlZhXrv6CZ3u1H,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732819302019",5,"{""normalized"":0.5708564814814815,""epoch_time"":1732819322005,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1063765,""lat"":40.9082644}",Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,11,"{""normalized"":0.570625,""epoch_time"":1732819302019,""day"":4}",12,11/28/2024 13:41,11/28/2024 13:42
projects/activitycollector/databases/(default)/documents/notifications/4Q6ixd37mtRGE8T4fval,4Q6ixd37mtRGE8T4fval,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732783613797",,,,I love you,Kaksha,7,"{""normalized"":0.15755787037037036,""epoch_time"":1732783613797,""day"":4}",,11/28/2024 03:46,11/28/2024 03:46
projects/activitycollector/databases/(default)/documents/notifications/4Qd8m0rGCCei1rppAA0d,4Qd8m0rGCCei1rppAA0d,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732995452421",15,"{""normalized"":0.6095138888888889,""epoch_time"":1732995462229,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}",📷 To add to this,Advait,22,"{""normalized"":0.6093981481481482,""epoch_time"":1732995452421,""day"":6}",12,11/30/2024 14:37,11/30/2024 14:37
projects/activitycollector/databases/(default)/documents/notifications/4SqQuAoV3oebt0foqsdZ,4SqQuAoV3oebt0foqsdZ,,com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733092212756",,,,"Hello everyone,

Your voice matters! 🗣️

Please take a moment to fill out the GSO Member Feedback and Participation Survey: https://forms.gle/cfWgxAFNN1KLNZJL7.

This is your opportunity to share your thoughts, experiences, and suggestions. Your feedback is the only way for us to truly understand your concerns, represent them effectively, and prioritize the changes that matter most to you.

The insights you provide will help us enhance our events, services, and overall support for the graduate community at SBU. Together, we can make a difference!

Thank you in advance for your valuable input. 🙌

Survey Link: https://forms.gle/cfWgxAFNN1KLNZJL7

Best regards,
GSO",Stony Brook SUNY (2 messages): ~ NA,37,"{""normalized"":0.7293055555555555,""epoch_time"":1733092212756,""day"":7}",,12/01/2024 17:30,12/01/2024 17:30
